ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description
ISCO-88,7,Craft and Related Trades Workers ,71,Extraction and Building Trades Workers ,713,Building Finishers and Related Trades Workers ,7134,Insulation workers 
ISCO-88,7,Craft and Related Trades Workers ,71,Extraction and Building Trades Workers ,713,Building Finishers and Related Trades Workers ,7135,Glaziers 
ISCO-88,7,Craft and Related Trades Workers ,71,Extraction and Building Trades Workers ,713,Building Finishers and Related Trades Workers ,7136,Plumbers and pipe fitters 
ISCO-88,7,Craft and Related Trades Workers ,71,Extraction and Building Trades Workers ,713,Building Finishers and Related Trades Workers ,7137,Building and related electricians 
ISCO-88,7,Craft and Related Trades Workers ,71,Extraction and Building Trades Workers ,714,"Painters, Building Structure Cleaners and Related Trades Workers ",7141,Painters and related workers 
ISCO-88,7,Craft and Related Trades Workers ,71,Extraction and Building Trades Workers ,714,"Painters, Building Structure Cleaners and Related Trades Workers ",7142,Varnishers and related painters 
ISCO-88,7,Craft and Related Trades Workers ,71,Extraction and Building Trades Workers ,714,"Painters, Building Structure Cleaners and Related Trades Workers ",7143,Building structure cleaners 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",721,"Metal Moulders, Welders, Sheet-Metal Workers, Structural- Metal Preparers, and Related Trades Workers ",7211,Metal moulders and coremakers 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",721,"Metal Moulders, Welders, Sheet-Metal Workers, Structural- Metal Preparers, and Related Trades Workers ",7212,Welders and flamecutters 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",721,"Metal Moulders, Welders, Sheet-Metal Workers, Structural- Metal Preparers, and Related Trades Workers ",7213,Sheet metal workers 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",721,"Metal Moulders, Welders, Sheet-Metal Workers, Structural- Metal Preparers, and Related Trades Workers ",7214,Structural-metal preparers and erectors 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",721,"Metal Moulders, Welders, Sheet-Metal Workers, Structural- Metal Preparers, and Related Trades Workers ",7215,Riggers and cable splicers 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",721,"Metal Moulders, Welders, Sheet-Metal Workers, Structural- Metal Preparers, and Related Trades Workers ",7216,Underwater workers 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",722,"Blacksmiths, Tool-Makers and Related Trades Workers ",7221,"Blacksmiths, hammer-smiths and forging-press workers "
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",722,"Blacksmiths, Tool-Makers and Related Trades Workers ",7222,Tool-makers and related workers 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",722,"Blacksmiths, Tool-Makers and Related Trades Workers ",7223,Machine-tool setters and setter-operators 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",722,"Blacksmiths, Tool-Makers and Related Trades Workers ",7224,"Metal wheel-grinders, polishers and tool sharpeners "
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",723,Machinery Mechanics and Fitters ,7231,Motor vehicle mechanics and fitters 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",723,Machinery Mechanics and Fitters ,7232,Aircraft engine mechanics and fitters 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",723,Machinery Mechanics and Fitters ,7233,Agricultural- or industrial-machinery mechanics and fitters 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",724,Electrical and Electronic Equipment Mechanics and Fitters ,7241,Electrical mechanics and fitters 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",724,Electrical and Electronic Equipment Mechanics and Fitters ,7242,Electronics fitters 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",724,Electrical and Electronic Equipment Mechanics and Fitters ,7243,Electronics mechanics and servicers 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",724,Electrical and Electronic Equipment Mechanics and Fitters ,7244,Telegraph and telephone installers and servicers 
ISCO-88,7,Craft and Related Trades Workers ,72,"Metal, Machinery and Related Trades Workers ",724,Electrical and Electronic Equipment Mechanics and Fitters ,7245,"Electrical line installers, repairers and cable jointers "
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",731,Precision Workers in Metal and Related Materials ,7311,Precision-instrument makers and repairers 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",731,Precision Workers in Metal and Related Materials ,7312,Musical instrument makers and tuners 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",731,Precision Workers in Metal and Related Materials ,7313,Jewellery and precious-metal workers 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",732,"Potters, Glass-Makers and Related Trades Workers ",7321,"Abrasive wheel formers, potters and related workers "
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",732,"Potters, Glass-Makers and Related Trades Workers ",7322,"Glass makers, cutters, grinders and finishers "
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",732,"Potters, Glass-Makers and Related Trades Workers ",7323,Glass engravers and etchers 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",732,"Potters, Glass-Makers and Related Trades Workers ",7324,"Glass, ceramics and related decorative painters "
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",733,"Handicraft Workers in Wood,textile, Leather and Related Materials ",7331,Handicraft workers in wood and related materials 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",733,"Handicraft Workers in Wood,textile, Leather and Related Materials ",7332,"Handicraft workers in textile, leather and related materials "
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",734,Printing and Related Trades Workers ,7341,"Compositors, typesetters and related workers "
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",734,Printing and Related Trades Workers ,7342,Stereotypers and electrotypers 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",734,Printing and Related Trades Workers ,7343,Printing engravers and etchers 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",734,Printing and Related Trades Workers ,7344,Photographic and related workers 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",734,Printing and Related Trades Workers ,7345,Bookbinders and related workers 
ISCO-88,7,Craft and Related Trades Workers ,73,"Precision, Handicraft, Printing and Related Trades Workers ",734,Printing and Related Trades Workers ,7346,"Silk-screen, block and textile printers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,741,Food Processing and Related Trades Workers ,7411,"Butchers, fishmongers and related food preparers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,741,Food Processing and Related Trades Workers ,7412,"Bakers, pastry-cooks and confectionery makers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,741,Food Processing and Related Trades Workers ,7413,Dairy-products makers 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,741,Food Processing and Related Trades Workers ,7414,"Fruit, vegetable and related preservers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,741,Food Processing and Related Trades Workers ,7415,Food and beverage tasters and graders 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,741,Food Processing and Related Trades Workers ,7416,Tobacco preparers and tobacco products makers 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,742,"Wood Treaters, Cabinet-Makers and Related Trades Workers ",7421,Wood treaters 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,742,"Wood Treaters, Cabinet-Makers and Related Trades Workers ",7422,Cabinet makers and related workers 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,742,"Wood Treaters, Cabinet-Makers and Related Trades Workers ",7423,Woodworking machine setters and setter-operators 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,742,"Wood Treaters, Cabinet-Makers and Related Trades Workers ",7424,"Basketry weavers, brush makers and related workers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,743,"Textile, Garment and Related Trades Workers ",7431,Fibre preparers 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,743,"Textile, Garment and Related Trades Workers ",7432,"Weavers, knitters and related workers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,743,"Textile, Garment and Related Trades Workers ",7433,"Tailors, dressmakers and hatters "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,743,"Textile, Garment and Related Trades Workers ",7434,Furriers and related workers 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,743,"Textile, Garment and Related Trades Workers ",7435,"Textile, leather and related pattern-makers and cutters "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,743,"Textile, Garment and Related Trades Workers ",7436,"Sewers, embroiderers and related workers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,743,"Textile, Garment and Related Trades Workers ",7437,Upholsterers and related workers 
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,744,"Pelt, Leather and Shoemaking Trades Workers ",7441,"Pelt dressers, tanners and fellmongers "
ISCO-88,7,Craft and Related Trades Workers ,74,Other Craft and Related Trades Workers ,744,"Pelt, Leather and Shoemaking Trades Workers ",7442,Shoe-makers and related workers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,811,Mining- And Mineral-Processing-Plant Operators ,8111,Mining-plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,811,Mining- And Mineral-Processing-Plant Operators ,8112,Mineral-ore- and stone-processing-plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,811,Mining- And Mineral-Processing-Plant Operators ,8113,Well drillers and borers and related workers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,812,Metal-Processing-Plant Operators ,8121,Ore and metal furnace operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,812,Metal-Processing-Plant Operators ,8122,"Metal melters, casters and rolling-mill operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,812,Metal-Processing-Plant Operators ,8123,Metal-heat-treating-plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,812,Metal-Processing-Plant Operators ,8124,Metal drawers and extruders 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,813,"Glass, Ceramics and Related Plant Operators ",8131,Glass and ceramics kiln and related machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,813,"Glass, Ceramics and Related Plant Operators ",8139,"Glass, ceramics and related plant operators not elsewhere classified "
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,814,Wood-Processing- And Papermaking-Plant Operators ,8141,Wood-processing-plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,814,Wood-Processing- And Papermaking-Plant Operators ,8142,Paper-pulp plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,814,Wood-Processing- And Papermaking-Plant Operators ,8143,Papermaking-plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,815,Chemical-Processing-Plant Operators ,8151,"Crushing-, grinding- and chemical-mixing-machinery operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,815,Chemical-Processing-Plant Operators ,8152,Chemical-heat-treating-plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,815,Chemical-Processing-Plant Operators ,8153,Chemical-filtering- and separating-equipment operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,815,Chemical-Processing-Plant Operators ,8154,Chemical-still and reactor operators (except petroleum and natural gas) 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,815,Chemical-Processing-Plant Operators ,8155,Petroleum- and natural-gas-refining-plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,815,Chemical-Processing-Plant Operators ,8159,Chemical-processing-plant operators not elsewhere classified 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,816,Power-Production and Related Plant Operators ,8161,Power-production plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,816,Power-Production and Related Plant Operators ,8162,Steam-engine and boiler operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,816,Power-Production and Related Plant Operators ,8163,"Incinerator, water-treatment and related plant operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,817,Automated-Assembly-Line and Industrial-Robot Operators ,8171,Automated-assembly-line operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,81,Stationary-Plant and Related Operators ,817,Automated-Assembly-Line and Industrial-Robot Operators ,8172,Industrial-robot operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,821,Metal- And Mineral-Products Machine Operators ,8211,Machine-tool operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,821,Metal- And Mineral-Products Machine Operators ,8212,Cement and other mineral products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,822,Chemical-Products Machine Operators ,8221,Pharmaceutical- and toiletry-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,822,Chemical-Products Machine Operators ,8222,Ammunition- and explosive-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,822,Chemical-Products Machine Operators ,8223,"Metal finishing-, plating- and coating-machine operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,822,Chemical-Products Machine Operators ,8224,Photographic-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,822,Chemical-Products Machine Operators ,8229,Chemical-products machine operators not elsewhere classified 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,823,Rubber- And Plastic-Products Machine Operators ,8231,Rubber-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,823,Rubber- And Plastic-Products Machine Operators ,8232,Plastic-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,824,Wood-Products Machine Operators ,8240,Wood-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,825,"Printing-, Binding- And Paper-Products Machine Operators ",8251,Printing-machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,825,"Printing-, Binding- And Paper-Products Machine Operators ",8252,Bookbinding-machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,825,"Printing-, Binding- And Paper-Products Machine Operators ",8253,Paper-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,826,"Textile-, Fur- And Leather-Products Machine Operators ",8261,"Fibre-preparing-, spinning- and winding-machine operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,826,"Textile-, Fur- And Leather-Products Machine Operators ",8262,Weaving- and knitting-machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,826,"Textile-, Fur- And Leather-Products Machine Operators ",8263,Sewing-machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,826,"Textile-, Fur- And Leather-Products Machine Operators ",8264,"Bleaching-, dyeing- and cleaning-machine operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,826,"Textile-, Fur- And Leather-Products Machine Operators ",8265,Fur and leather-preparing-machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,826,"Textile-, Fur- And Leather-Products Machine Operators ",8266,Shoemaking- and related machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,826,"Textile-, Fur- And Leather-Products Machine Operators ",8269,"Textile-, fur- and leather-products machine operators not elsewhere classified "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8271,Meat- and fish-processing-machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8272,Dairy-products machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8273,Grain- and spice-milling-machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8274,"Baked-goods, cereal and chocolate-products machine operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8275,"Fruit-, vegetable- and nut-processing-machine operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8276,Sugar production machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8277,"Tea-, coffee-, and cocoa-processing-machine operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8278,"Brewers, wine and other beverage machine operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,827,Food and Related Products Machine Operators ,8279,Tobacco production machine operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,828,Assemblers ,8281,Mechanical-machinery assemblers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,828,Assemblers ,8282,Electrical-equipment assemblers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,828,Assemblers ,8283,Electronic-equipment assemblers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,828,Assemblers ,8284,"Metal-, rubber- and plastic-products assemblers "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,828,Assemblers ,8285,Wood and related products assemblers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,828,Assemblers ,8286,"Paperboard, textile and related products assemblers "
ISCO-88,8,Plant and Machine Operators and Assemblers ,82,Machine Operators and Assemblers ,829,Other Machine Operators and Assemblers ,8290,Other machine operators and assemblers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,831,Locomotive-Engine Drivers and Related Workers ,8311,Locomotive-engine drivers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,831,Locomotive-Engine Drivers and Related Workers ,8312,"Railway brakers, signallers and shunters "
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,832,Motor-Vehicle Drivers ,8321,Motor-cycle drivers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,832,Motor-Vehicle Drivers ,8322,"Car, taxi and van drivers "
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,832,Motor-Vehicle Drivers ,8323,Bus and tram drivers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,832,Motor-Vehicle Drivers ,8324,Heavy-truck and lorry drivers 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,833,Agricultural and Other Mobile-Plant Operators ,8331,Motorised farm and forestry plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,833,Agricultural and Other Mobile-Plant Operators ,8332,Earth-moving- and related plant operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,833,Agricultural and Other Mobile-Plant Operators ,8333,"Crane, hoist and related plant operators "
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,833,Agricultural and Other Mobile-Plant Operators ,8334,Lifting-truck operators 
ISCO-88,8,Plant and Machine Operators and Assemblers ,83,Drivers and Mobile-Plant Operators ,834,Ships' Deck Crews and Related Workers ,8340,Ships' deck crews and related workers 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,911,Street Vendors and Related Workers ,9111,Street food vendors 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,911,Street Vendors and Related Workers ,9112,"Street vendors, non-food products "
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,911,Street Vendors and Related Workers ,9113,Door-to-door and telephone salespersons 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,912,Shoe Cleaning and Other Street Services Elementary Occupations ,9120,Shoe cleaning and other street services elementary occupations 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,913,"Domestic and Related Helpers, Cleaners and Launderers ",9131,Domestic helpers and cleaners 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,913,"Domestic and Related Helpers, Cleaners and Launderers ",9132,"Helpers and cleaners in offices, hotels and other establishments "
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,913,"Domestic and Related Helpers, Cleaners and Launderers ",9133,Hand-launderers and pressers 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,914,"Building Caretakers, Window and Related Cleaners ",9141,Building caretakers 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,914,"Building Caretakers, Window and Related Cleaners ",9142,"Vehicle, window and related cleaners "
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,915,"Messengers, Porters, Doorkeepers and Related Workers ",9151,"Messengers, package and luggage porters and deliverers "
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,915,"Messengers, Porters, Doorkeepers and Related Workers ",9152,"Doorkeepers, watchpersons and related workers "
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,915,"Messengers, Porters, Doorkeepers and Related Workers ",9153,"Vending-machine money collectors, meter readers and related workers "
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,916,Garbage Collectors and Related Labourers ,9161,Garbage collectors 
ISCO-88,9,Elementary Occupations ,91,Sales and Services Elementary Occupations ,916,Garbage Collectors and Related Labourers ,9162,Sweepers and related labourers 
ISCO-88,9,Elementary Occupations ,92,"Agricultural, Fishery and Related Labourers ",921,"Agricultural, Fishery and Related Labourers ",9211,Farm-hands and labourers 
ISCO-88,9,Elementary Occupations ,92,"Agricultural, Fishery and Related Labourers ",921,"Agricultural, Fishery and Related Labourers ",9212,Forestry labourers 
ISCO-88,9,Elementary Occupations ,92,"Agricultural, Fishery and Related Labourers ",921,"Agricultural, Fishery and Related Labourers ",9213,"Fishery, hunting and trapping labourers "
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",931,Mining and Construction Labourers ,9311,Mining and quarrying labourers 
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",931,Mining and Construction Labourers ,9312,"Construction and maintenance labourers; roads, dams and similar constructions "
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",931,Mining and Construction Labourers ,9313,Building construction labourers 
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",932,Manufacturing Labourers ,9321,Assembling labourers 
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",932,Manufacturing Labourers ,9322,Hand packers and other manufacturing labourers 
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",933,Transport Labourers and Freight Handlers ,9331,Hand or pedal vehicle drivers 
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",933,Transport Labourers and Freight Handlers ,9332,Drivers of animal-drawn vehicles and machinery 
ISCO-88,9,Elementary Occupations ,93,"Labourers in Mining, Construction, Manufacturing and Transport ",933,Transport Labourers and Freight Handlers ,9333,Freight handlers 
ISCO-88,0,"Legislators, Senior Officials and Managers ",01,Legislators and Senior Officials ,011,Armed Forces ,0110,Armed forces 
ISCO-68,0,"Professional, Technical and Related Workers ",,,1,Physical Scientists and Related Technicians ,11,Chemists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,1,Physical Scientists and Related Technicians ,12,Physicists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,1,Physical Scientists and Related Technicians ,13,Physical scientists not elsewhere classified 
ISCO-68,0,"Professional, Technical and Related Workers ",,,1,Physical Scientists and Related Technicians ,14,Physical science technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",21,Architects and town planners 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",22,Civil engineers 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",23,Electrical and electronics engineers 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",24,Mechanical engineers 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",25,Chemical engineers 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",26,Metallurgists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",27,Mining engineers 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",28,Industrial engineers 
ISCO-68,0,"Professional, Technical and Related Workers ",,,2,"Architects, Engineers and Related Technicians",29,Engineers not elsewhere classified 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",31,Surveyors 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",32,Draughtsmen 
